Request_ID,Request_Date,Region,Service_Type,Priority,Customer_Type,Technician_ID,Assignment_Time_Min,Travel_Time_Min,Service_Time_Min,Delay_Reason,Spare_Part_Delay_Min,Approval_Delay_Min,Waiting_Time_Min,Total_Resolution_Time_Min,SLA_Time_Min,SLA_Status,Customer_Rating,Service_Status
SR10174,20-01-2026,Mumbai,Installation,High,Residential,T124,40.8,57.5,46.4,No Delay,0,0,20.8,165.5,240,Within SLA,4.6,Completed
SR10175,07-02-2026,Hyderabad,Network Support,Critical,Business,T102,31.2,29.4,133.4,No Delay,0,0,33.1,227.1,210,Breached,4.6,Completed
SR10176,10-05-2025,Pune,Preventive Maintenance,Medium,Residential,T101,44.5,67,71.8,Spare Part,147.4,0,188.3,371.6,270,Breached,4.5,Completed
SR10177,22-02-2025,Chennai,Preventive Maintenance,High,Residential,T102,46.5,61.8,92.6,No Delay,0,0,18.7,219.6,240,Within SLA,5,Completed
SR10178,20-02-2026,Hyderabad,Electrical Service,Medium,Industrial,T113,34,35.9,48.8,Travel,0,0,13.9,132.6,270,Within SLA,5,Completed
SR10179,04-09-2025,Bangalore,Network Support,Low,Business,T127,34.2,40.7,88.6,Travel,0,0,34.5,198,300,Within SLA,4.7,Completed
SR10180,15-03-2026,Bangalore,Preventive Maintenance,Low,Business,T120,35.5,38.8,32,No Delay,0,0,15.7,122,300,Within SLA,4.9,Completed
SR10181,22-07-2025,Pune,Electrical Service,Low,Industrial,T117,8.8,51.1,120.8,Spare Part,217.9,0,234.8,415.5,300,Breached,3.9,Cancelled
SR10182,03-07-2025,Hyderabad,Installation,Low,Business,T125,45.8,90.6,140,Technician Availability,0,0,37.3,313.7,300,Breached,4.7,Completed
SR10183,03-05-2025,Mumbai,Installation,Low,Business,T113,60.5,13.6,106,Travel,0,0,25,205.1,300,Within SLA,5,Completed
SR10184,05-02-2026,Hyderabad,Network Support,High,Residential,T117,35.9,56.5,56.5,Customer Availability,0,0,25.7,174.6,240,Within SLA,4.7,Completed
SR10185,21-10-2025,Pune,Network Support,Medium,Industrial,T105,23.3,58.6,101.6,Spare Part,139.9,0,198.1,381.6,270,Breached,4,Completed
SR10186,07-10-2025,Mumbai,Network Support,Medium,Business,T124,34.9,39.4,90.9,Scheduling,0,0,46.6,211.8,270,Within SLA,5,Completed
SR10187,17-07-2025,Mumbai,Network Support,Medium,Business,T125,28.5,16.5,126.7,No Delay,0,0,50.7,222.4,270,Within SLA,4.5,Completed
SR10188,26-05-2026,Bangalore,Preventive Maintenance,Medium,Business,T125,35.4,46,110.4,No Delay,0,0,23.5,215.3,270,Within SLA,4.8,Completed
SR10189,24-05-2025,Hyderabad,Preventive Maintenance,Low,Residential,T108,30.3,25.6,52.8,Travel,0,0,35.6,144.3,300,Within SLA,4.9,Completed
SR10190,20-07-2025,Mumbai,Electrical Service,Medium,Residential,T122,5,61.1,119.9,Technician Availability,0,0,48.4,234.4,270,Within SLA,4.9,Completed
SR10191,04-05-2025,Pune,Preventive Maintenance,High,Industrial,T122,36.4,22.4,82.6,No Delay,0,0,38.5,179.9,240,Within SLA,4.8,Completed
SR10192,06-07-2025,Bangalore,Installation,High,Industrial,T129,68.4,49,124.5,No Delay,0,0,46.2,288.1,240,Breached,5,Completed
SR10193,22-11-2025,Mumbai,Electrical Service,Medium,Residential,T112,15,34.6,38,No Delay,0,0,25.7,113.3,270,Within SLA,4.8,Cancelled
SR10194,09-04-2026,Hyderabad,Preventive Maintenance,Medium,Industrial,T109,51.5,72.3,100.8,Spare Part,259.6,0,282.9,507.5,270,Breached,3.1,Completed
SR10195,15-12-2025,Bangalore,Network Support,Medium,Industrial,T118,41,81.4,76.2,Travel,0,0,13.9,212.5,270,Within SLA,4.8,Completed
SR10196,07-02-2026,Hyderabad,Preventive Maintenance,Medium,Industrial,T116,21.2,42.8,87.9,Approval,0,144.4,186.3,338.2,270,Breached,4.2,Completed
SR10197,12-12-2025,Hyderabad,Equipment Repair,Medium,Residential,T119,14.9,29,64.6,Customer Availability,0,0,44.2,152.7,270,Within SLA,5,Completed
SR10198,26-05-2026,Hyderabad,Electrical Service,High,Residential,T122,38.9,83.5,100,Technician Availability,0,0,44.5,266.9,240,Breached,4.7,Completed
SR10199,27-05-2025,Bangalore,Preventive Maintenance,Low,Business,T108,40.4,47.3,56.9,No Delay,0,0,24.8,169.4,300,Within SLA,4.8,Cancelled
SR10200,28-05-2025,Mumbai,Preventive Maintenance,High,Business,T107,12.4,56.3,38,Customer Availability,0,0,41.9,148.6,240,Within SLA,5,Completed
SR10201,04-05-2026,Chennai,Installation,Medium,Business,T124,48.9,47.6,62.5,Approval,0,77.8,133.5,292.5,270,Breached,4.9,Completed
SR10202,05-07-2026,Mumbai,Network Support,Medium,Business,T121,27.6,45.9,62.8,Spare Part,57.5,0,108.9,245.2,270,Within SLA,4.3,Completed
SR10203,04-12-2025,Bangalore,Network Support,High,Industrial,T109,42.4,40.1,75.6,No Delay,0,0,52.8,210.9,240,Within SLA,4.5,Completed
SR10204,18-04-2026,Chennai,Installation,Medium,Industrial,T122,45.5,12.2,106.4,No Delay,0,0,5.7,169.8,270,Within SLA,5,Completed
SR10205,31-05-2025,Chennai,Installation,Medium,Residential,T112,48.4,85.3,57,Customer Availability,0,0,54.4,245.1,270,Within SLA,4.6,Completed
SR10206,19-02-2026,Chennai,Equipment Repair,Low,Industrial,T114,20.2,54,108.7,Spare Part,149.5,0,170.5,353.4,300,Breached,4.4,Completed
SR10207,25-10-2025,Pune,Electrical Service,Medium,Industrial,T110,65.2,48.4,102.4,Technician Availability,0,0,40.7,256.7,270,Within SLA,4.7,Completed
SR10208,20-09-2025,Bangalore,Network Support,Medium,Industrial,T116,21.2,68.6,115.2,Scheduling,0,0,32.9,237.9,270,Within SLA,4.8,Completed
SR10209,24-05-2025,Pune,Installation,Low,Business,T129,48.4,38.8,74,Customer Availability,0,0,22,183.2,300,Within SLA,4.7,Completed
SR10210,12-12-2025,Chennai,Installation,Low,Residential,T102,27.5,57.4,131.8,No Delay,0,0,21.6,238.3,300,Within SLA,5,Completed
SR10211,26-07-2026,Pune,Electrical Service,High,Business,T106,35.8,34.6,76.1,Customer Availability,0,0,45.6,192.1,240,Within SLA,4.4,Completed
SR10212,02-01-2025,Pune,Installation,Low,Industrial,T111,33.1,43.1,111.9,No Delay,0,0,38.1,226.2,300,Within SLA,4.3,Completed
SR10213,31-10-2025,Bangalore,Equipment Repair,Low,Industrial,T104,42,61.7,135.2,Scheduling,0,0,25.5,264.4,300,Within SLA,4.8,Completed
SR10214,11-09-2025,Hyderabad,Electrical Service,Medium,Residential,T105,50.7,55.5,121.2,Customer Availability,0,0,9.2,236.6,270,Within SLA,4.9,Completed
SR10215,29-03-2026,Pune,Equipment Repair,High,Business,T105,25.8,43.5,81.5,Technician Availability,0,0,11.6,162.4,240,Within SLA,4.5,Completed
SR10216,06-02-2025,Pune,Preventive Maintenance,High,Industrial,T117,21.8,64.6,51.7,Technician Availability,0,0,13.5,151.6,240,Within SLA,4.3,Completed
SR10217,09-06-2025,Chennai,Network Support,High,Residential,T126,5,34.5,56.3,Approval,0,82.9,145,240.8,240,Breached,4.7,Completed
SR10218,09-01-2025,Chennai,Installation,Medium,Industrial,T105,37.7,31.7,55.3,Spare Part,209.1,0,256,380.7,270,Breached,4,Completed
SR10219,21-08-2025,Chennai,Electrical Service,Medium,Industrial,T126,32.5,40.9,64.4,No Delay,0,0,53.8,191.6,270,Within SLA,4.5,Completed
SR10220,09-04-2025,Mumbai,Equipment Repair,High,Residential,T111,36.6,45.4,84,No Delay,0,0,28.7,194.7,240,Within SLA,4.6,Completed
SR10221,27-07-2025,Pune,Network Support,Medium,Residential,T109,33.5,43.4,104.3,Scheduling,0,0,11.3,192.5,270,Within SLA,4.6,Completed
SR10222,11-05-2025,Chennai,Network Support,Low,Industrial,T115,46.4,41.5,108.4,Technician Availability,0,0,44.1,240.4,300,Within SLA,5,Completed
SR10223,08-02-2026,Bangalore,Installation,Medium,Residential,T124,27.4,68.1,113.8,Approval,0,157.2,197.9,407.2,270,Breached,4.1,Completed
SR10224,01-06-2025,Mumbai,Network Support,Medium,Industrial,T124,40.2,80.1,112,Spare Part,116.1,0,149.5,381.8,270,Breached,4.6,Completed
SR10225,23-02-2025,Hyderabad,Installation,High,Business,T103,34.5,47.4,81.3,Travel,0,0,35.3,198.5,240,Within SLA,4.4,Completed
SR10226,30-04-2025,Pune,Preventive Maintenance,Medium,Industrial,T116,20.6,61.8,104.5,Spare Part,187,0,259.8,446.7,270,Breached,3.7,Completed
SR10227,10-08-2026,Pune,Installation,Low,Residential,T109,24.7,35.3,77,No Delay,0,0,38.2,175.2,300,Within SLA,5,Completed
SR10228,24-02-2026,Bangalore,Equipment Repair,High,Business,T125,48.8,48.1,94.1,Spare Part,143.2,0,153.8,344.8,240,Breached,4.8,Completed
SR10229,26-02-2026,Hyderabad,Network Support,Medium,Residential,T126,47.4,59.3,78.2,Scheduling,0,0,32.3,217.2,270,Within SLA,4.7,Completed
SR10230,14-04-2025,Hyderabad,Network Support,Medium,Industrial,T123,46.1,33.2,84.3,Scheduling,0,0,23.7,187.3,270,Within SLA,4.8,Completed
SR10231,11-09-2025,Mumbai,Network Support,Critical,Residential,T106,32.5,65,74.7,Customer Availability,0,0,32,204.2,210,Within SLA,4.9,Completed
SR10232,15-08-2025,Pune,Installation,Low,Industrial,T109,5,35.5,31.6,Technician Availability,0,0,51,123.1,300,Within SLA,4.7,Completed
SR10233,22-04-2025,Chennai,Electrical Service,High,Residential,T127,10,70.4,76.9,Customer Availability,0,0,41.3,198.6,240,Within SLA,4.2,Completed
SR10234,25-05-2026,Bangalore,Installation,Medium,Residential,T122,31.1,67,103.1,Technician Availability,0,0,25.2,226.4,270,Within SLA,4.7,Completed
SR10235,18-04-2026,Bangalore,Equipment Repair,High,Industrial,T119,12.2,72.3,113.5,No Delay,0,0,46.5,244.5,240,Breached,4.1,Completed
SR10236,09-04-2025,Bangalore,Installation,Critical,Business,T106,52.2,70.5,99.7,Technician Availability,0,0,54.3,276.7,210,Breached,4.1,Completed
SR10237,02-06-2025,Bangalore,Network Support,Medium,Industrial,T111,22.9,88.7,56.3,Scheduling,0,0,35.8,203.7,270,Within SLA,5,Completed
SR10238,04-12-2025,Chennai,Preventive Maintenance,Low,Business,T102,30.9,60.1,69.9,Travel,0,0,47.3,208.2,300,Within SLA,4.7,Completed
SR10239,12-06-2025,Chennai,Equipment Repair,Low,Business,T118,61,21.1,36.9,Technician Availability,0,0,20.9,139.9,300,Within SLA,4.7,Completed
SR10240,10-06-2025,Mumbai,Preventive Maintenance,Medium,Business,T128,50.5,52.6,105.4,No Delay,0,0,49,257.5,270,Within SLA,4.6,Completed
SR10241,03-08-2026,Pune,Equipment Repair,High,Business,T107,40.2,40.8,58.2,Technician Availability,0,0,55,194.2,240,Within SLA,4.1,Completed
SR10242,02-02-2026,Chennai,Equipment Repair,Medium,Industrial,T124,38.3,22.7,96.2,Customer Availability,0,0,43.4,200.6,270,Within SLA,4.9,Completed
SR10243,04-10-2025,Mumbai,Network Support,Medium,Industrial,T123,23.7,75.6,98.5,No Delay,0,0,49.1,246.9,270,Within SLA,5,Completed
SR10244,19-05-2026,Hyderabad,Installation,High,Business,T121,46.4,43.9,58.3,Travel,0,0,44,192.6,240,Within SLA,4.7,Completed
SR10245,27-01-2026,Pune,Network Support,Low,Business,T104,38.2,20.2,93.1,No Delay,0,0,11.4,162.9,300,Within SLA,4.6,Completed
SR10246,15-05-2025,Chennai,Network Support,High,Business,T124,33,37.1,139.3,Scheduling,0,0,24.5,233.9,240,Within SLA,4.8,Completed
SR10247,14-07-2025,Hyderabad,Network Support,Medium,Business,T128,44.6,95.3,74.5,Approval,0,95.2,143,357.4,270,Breached,4.8,Completed
SR10248,05-02-2026,Mumbai,Preventive Maintenance,Low,Business,T125,44.9,77.3,117.5,No Delay,0,0,25.6,265.3,300,Within SLA,4.8,Completed
SR10249,02-02-2025,Chennai,Equipment Repair,Low,Business,T107,20.4,64.6,93,No Delay,0,0,29.4,207.4,300,Within SLA,4.3,Completed
SR10250,05-04-2026,Chennai,Electrical Service,Critical,Residential,T117,48.8,62.6,94.2,Scheduling,0,0,41.8,247.4,210,Breached,4.8,Completed
SR10251,15-04-2026,Hyderabad,Installation,Medium,Business,T104,33.7,31.9,82.3,Technician Availability,0,0,45.3,193.2,270,Within SLA,3.8,Completed
SR10252,10-01-2026,Chennai,Network Support,Medium,Residential,T113,36.2,30.4,113,Technician Availability,0,0,31.9,211.5,270,Within SLA,4.8,Completed
SR10253,22-01-2025,Bangalore,Equipment Repair,Medium,Industrial,T120,15.3,61.2,80.3,No Delay,0,0,19.4,176.2,270,Within SLA,4.2,Completed
SR10254,07-02-2025,Chennai,Installation,High,Industrial,T126,15.7,81.8,103,No Delay,0,0,40,240.5,240,Breached,4.5,Cancelled
SR10255,18-08-2025,Pune,Electrical Service,Medium,Business,T119,13.2,29.7,113,Approval,0,103.2,121.1,277,270,Breached,5,Cancelled
SR10256,31-12-2025,Hyderabad,Electrical Service,High,Industrial,T104,70.9,48.1,115.5,Travel,0,0,50.3,284.8,240,Breached,4.2,Completed
SR10257,17-07-2026,Pune,Network Support,Medium,Industrial,T125,69,54.7,101.9,Scheduling,0,0,39.2,264.8,270,Within SLA,4.5,Completed
SR10258,14-03-2026,Mumbai,Electrical Service,Low,Business,T113,9.5,40.4,107.8,Technician Availability,0,0,50.1,207.8,300,Within SLA,4.6,Completed
SR10259,10-10-2025,Pune,Electrical Service,Medium,Industrial,T101,12.3,46.5,85.9,Spare Part,155.3,0,188.8,333.5,270,Breached,4.8,Completed
SR10260,27-01-2025,Bangalore,Installation,Low,Industrial,T102,27.3,29.4,72.3,Approval,0,75.1,110.5,239.5,300,Within SLA,4.8,Completed
SR10261,14-08-2025,Bangalore,Installation,Critical,Business,T107,51.6,56.2,94.9,Approval,0,90.5,112.7,315.4,210,Breached,4.2,Completed
SR10262,04-10-2025,Pune,Network Support,Low,Business,T130,44.4,53.4,95.2,No Delay,0,0,5,198,300,Within SLA,4.5,Completed
SR10263,11-10-2025,Mumbai,Equipment Repair,High,Business,T125,67.5,62.3,95,Customer Availability,0,0,20.1,244.9,240,Breached,4,Completed
SR10264,26-04-2026,Chennai,Network Support,Medium,Residential,T123,30.4,45.9,118.4,Approval,0,107.4,124.2,318.9,270,Breached,4.9,Completed
SR10265,29-03-2026,Bangalore,Preventive Maintenance,High,Business,T130,24.5,64.3,86,No Delay,0,0,22.7,197.5,240,Within SLA,4.7,Completed
SR10266,31-05-2026,Pune,Electrical Service,Low,Industrial,T117,35.8,56.8,44.4,Customer Availability,0,0,34.3,171.3,300,Within SLA,4.4,Completed
SR10267,01-07-2026,Pune,Equipment Repair,Critical,Business,T129,32.4,74.7,23.9,Customer Availability,0,0,37.9,168.9,210,Within SLA,4.4,Completed
SR10268,11-07-2025,Pune,Installation,Low,Residential,T107,34.6,44.7,90.6,Customer Availability,0,0,34.3,204.2,300,Within SLA,4.6,Completed
SR10269,18-02-2025,Chennai,Preventive Maintenance,High,Industrial,T122,36.6,68.9,115.8,Scheduling,0,0,15,236.3,240,Within SLA,5,Completed
SR10270,27-05-2026,Hyderabad,Preventive Maintenance,Medium,Residential,T113,66.8,45.5,78.7,No Delay,0,0,50.7,241.7,270,Within SLA,4.5,Completed
SR10271,17-01-2025,Mumbai,Electrical Service,Medium,Industrial,T117,36.8,62.8,141.4,Customer Availability,0,0,40.1,281.1,270,Breached,4.5,Completed
SR10272,21-06-2025,Hyderabad,Installation,Medium,Business,T101,19.1,76.6,89.9,Travel,0,0,5,190.6,270,Within SLA,4.9,Completed
SR10273,08-08-2025,Mumbai,Equipment Repair,High,Residential,T128,30.6,73.5,157.1,Approval,0,138.7,165.7,426.9,240,Breached,3.3,Completed
SR10274,07-06-2025,Mumbai,Installation,Low,Business,T102,45.9,45.9,82.4,Customer Availability,0,0,26.1,200.3,300,Within SLA,4.4,Completed
SR10275,22-04-2026,Pune,Electrical Service,High,Industrial,T106,44,39.5,132.5,Spare Part,195.1,0,241.8,457.8,240,Breached,3,Completed
SR10276,15-02-2025,Bangalore,Preventive Maintenance,Medium,Business,T112,43.2,69.4,72.8,Customer Availability,0,0,20,205.4,270,Within SLA,5,Completed
SR10277,08-01-2026,Pune,Electrical Service,Critical,Business,T113,9.5,40.9,117.2,Technician Availability,0,0,5,172.6,210,Within SLA,4.2,Completed
SR10278,02-06-2026,Chennai,Network Support,High,Industrial,T120,11.6,69.8,103,Technician Availability,0,0,45.6,230,240,Within SLA,5,Completed
SR10279,09-04-2025,Mumbai,Preventive Maintenance,Low,Residential,T120,33,26.1,95.8,Approval,0,44,80,234.9,300,Within SLA,4.9,Completed
SR10280,06-02-2025,Bangalore,Electrical Service,Medium,Industrial,T122,41.7,59.5,95.6,Travel,0,0,28.2,225,270,Within SLA,4.8,Completed
SR10281,07-10-2025,Mumbai,Equipment Repair,Low,Industrial,T109,22.5,42.6,127.9,Technician Availability,0,0,52.4,245.4,300,Within SLA,4.7,Completed
SR10282,15-12-2025,Mumbai,Equipment Repair,Medium,Business,T117,57.4,16.7,80.2,Customer Availability,0,0,15,169.3,270,Within SLA,4.9,Completed
SR10283,12-05-2026,Pune,Equipment Repair,Medium,Industrial,T130,43.1,34.5,88.8,No Delay,0,0,51.4,217.8,270,Within SLA,3.9,Completed
SR10284,29-10-2025,Bangalore,Network Support,High,Residential,T118,27.2,42.3,167.5,Scheduling,0,0,53.1,290.1,240,Breached,4.3,Completed
SR10285,30-06-2025,Bangalore,Installation,High,Industrial,T108,76.7,88.5,101.8,Approval,0,92,150.4,417.4,240,Breached,4.1,Completed
SR10286,09-04-2025,Mumbai,Equipment Repair,Low,Industrial,T108,28,10,122.6,Scheduling,0,0,44.6,205.2,300,Within SLA,4.7,Completed
SR10287,26-04-2025,Bangalore,Network Support,Medium,Business,T127,29.5,43.3,78.2,Spare Part,166.1,0,187.5,338.5,270,Breached,4.2,Completed
SR10288,10-07-2025,Bangalore,Equipment Repair,Medium,Residential,T111,28.8,43,69.5,Travel,0,0,30.4,171.7,270,Within SLA,5,Completed
SR10289,10-09-2025,Pune,Network Support,Medium,Business,T122,35.6,30.6,108.7,Approval,0,103.5,144.2,319.1,270,Breached,4.4,Completed
SR10290,10-06-2025,Hyderabad,Equipment Repair,Low,Business,T122,18.9,42.2,92.2,Scheduling,0,0,54.3,207.6,300,Within SLA,5,Completed
SR10291,13-09-2025,Chennai,Installation,High,Residential,T128,46.1,47,79.6,Spare Part,115.8,0,144.2,316.9,240,Breached,4.5,Completed
SR10292,19-11-2025,Hyderabad,Electrical Service,Critical,Residential,T108,48.1,36.6,34.9,Scheduling,0,0,22.2,141.8,210,Within SLA,4.8,Completed
SR10293,08-05-2025,Bangalore,Equipment Repair,Medium,Industrial,T118,45,57.1,31.9,Scheduling,0,0,43.5,177.5,270,Within SLA,4.2,Completed
SR10294,18-01-2025,Mumbai,Electrical Service,Medium,Residential,T118,28.2,81.6,27.3,Technician Availability,0,0,38.3,175.4,270,Within SLA,4.8,Cancelled
SR10295,20-07-2026,Chennai,Equipment Repair,Medium,Business,T113,28.3,49,95.7,Spare Part,99.7,0,140.1,313.1,270,Breached,5,Completed
SR10296,24-07-2026,Chennai,Installation,Critical,Residential,T101,44.2,36.3,53.3,Technician Availability,0,0,49.6,183.4,210,Within SLA,5,Completed
SR10297,19-11-2025,Mumbai,Electrical Service,Low,Residential,T115,38.2,47.8,33.2,No Delay,0,0,41.5,160.7,300,Within SLA,5,Completed
SR10298,15-10-2025,Chennai,Network Support,Medium,Residential,T122,23,43,59,Technician Availability,0,0,30.1,155.1,270,Within SLA,4.3,Completed
SR10299,04-06-2025,Mumbai,Equipment Repair,High,Business,T106,5,71.9,27.9,Scheduling,0,0,50.7,155.5,240,Within SLA,4.7,Completed
SR10300,05-05-2026,Chennai,Equipment Repair,Low,Industrial,T130,29.1,40.7,66.8,Spare Part,204.9,0,242.7,379.3,300,Breached,3.8,Completed
SR10301,21-01-2026,Hyderabad,Network Support,Medium,Industrial,T106,42.8,59.7,65.3,Travel,0,0,42.6,210.4,270,Within SLA,4.6,Completed
SR10302,14-04-2025,Chennai,Installation,Low,Business,T113,42.4,55.8,100.2,Approval,0,98.7,152.5,350.9,300,Breached,4.6,Completed
SR10303,28-01-2026,Pune,Preventive Maintenance,High,Industrial,T127,12.3,52.1,89.9,Spare Part,156.8,0,187.6,341.9,240,Breached,4.3,Completed
SR10304,03-09-2025,Mumbai,Equipment Repair,Medium,Industrial,T102,47.6,27.3,70.6,Technician Availability,0,0,36.1,181.6,270,Within SLA,4.3,Completed
SR10305,25-06-2025,Chennai,Network Support,Critical,Business,T123,62.8,37.7,104.8,Scheduling,0,0,53.6,258.9,210,Breached,4.5,Cancelled
SR10306,08-02-2025,Mumbai,Preventive Maintenance,Critical,Business,T119,29.7,46.2,47.8,Technician Availability,0,0,32.3,156,210,Within SLA,4.6,Completed
SR10307,22-04-2026,Pune,Equipment Repair,High,Industrial,T117,31.9,26.2,70.7,Approval,0,76,122.6,251.4,240,Breached,4.7,Completed
SR10308,22-06-2026,Chennai,Electrical Service,Medium,Residential,T101,27.2,30.4,61.4,Travel,0,0,22.8,141.8,270,Within SLA,4.7,Completed
SR10309,12-02-2026,Chennai,Network Support,High,Industrial,T114,29.7,40.4,83.3,No Delay,0,0,45,198.4,240,Within SLA,4.2,Completed
SR10310,09-06-2026,Pune,Electrical Service,Low,Residential,T116,53.2,56.8,22.9,No Delay,0,0,54.4,187.3,300,Within SLA,5,Completed
SR10311,21-05-2026,Pune,Installation,Medium,Business,T115,23.2,78.2,153.5,No Delay,0,0,33.2,288.1,270,Breached,5,Completed
SR10312,05-02-2025,Pune,Preventive Maintenance,Low,Residential,T109,38.6,55.3,95.6,No Delay,0,0,49.3,238.8,300,Within SLA,5,Cancelled
SR10313,20-01-2025,Mumbai,Network Support,High,Residential,T119,30.9,52.5,96.6,Travel,0,0,44,224,240,Within SLA,4.2,Completed
SR10314,17-11-2025,Pune,Equipment Repair,High,Residential,T108,37.9,51.4,24,Technician Availability,0,0,17.7,131,240,Within SLA,4.9,Completed
SR10315,27-05-2026,Mumbai,Equipment Repair,Critical,Business,T115,30.7,43.2,91.6,No Delay,0,0,37.2,202.7,210,Within SLA,4.2,Completed
SR10316,04-02-2026,Hyderabad,Preventive Maintenance,High,Industrial,T110,47.3,48.1,78.3,Technician Availability,0,0,42.5,216.2,240,Within SLA,5,Completed
SR10317,16-04-2026,Chennai,Electrical Service,High,Industrial,T123,50.6,61.3,118.5,Travel,0,0,52.1,282.5,240,Breached,5,Completed
SR10318,23-05-2025,Chennai,Electrical Service,High,Residential,T129,40.6,68.9,76.3,No Delay,0,0,37.5,223.3,240,Within SLA,4.5,Completed
SR10319,02-04-2025,Bangalore,Network Support,Critical,Industrial,T102,31.8,10,74.4,Spare Part,132.3,0,180.4,296.6,210,Breached,3.8,Completed
SR10320,20-12-2025,Hyderabad,Network Support,Medium,Business,T118,46.8,64.4,83.3,No Delay,0,0,31.1,225.6,270,Within SLA,4.9,Completed
SR10321,20-02-2025,Pune,Electrical Service,Low,Business,T120,23.8,44.1,126.5,Approval,0,114.5,134.2,328.6,300,Breached,4.8,Completed
SR10322,29-07-2026,Pune,Network Support,Medium,Business,T102,41.4,59.9,37.8,No Delay,0,0,7.8,146.9,270,Within SLA,4.8,Completed
SR10323,09-07-2025,Hyderabad,Electrical Service,Medium,Business,T121,27.3,57.2,32.8,Travel,0,0,25.6,142.9,270,Within SLA,5,Completed
SR10324,05-05-2025,Pune,Preventive Maintenance,High,Industrial,T112,38.2,47.4,20,No Delay,0,0,6.6,112.2,240,Within SLA,4.7,Completed
SR10325,30-05-2025,Bangalore,Network Support,Critical,Residential,T110,20.6,60.5,117.4,No Delay,0,0,15.3,213.8,210,Breached,4.2,Completed
